Time,Hips.X,Hips.Y,Hips.Z,LeftHip.X,LeftHip.Y,LeftHip.Z,LeftKnee.X,LeftKnee.Y,LeftKnee.Z,LeftAnkle.X,LeftAnkle.Y,LeftAnkle.Z,LeftToe.X,LeftToe.Y,LeftToe.Z,LeftToeEnd.X,LeftToeEnd.Y,LeftToeEnd.Z,RightHip.X,RightHip.Y,RightHip.Z,RightKnee.X,RightKnee.Y,RightKnee.Z,RightAnkle.X,RightAnkle.Y,RightAnkle.Z,RightToe.X,RightToe.Y,RightToe.Z,RightToeEnd.X,RightToeEnd.Y,RightToeEnd.Z,Chest.X,Chest.Y,Chest.Z,Chest2.X,Chest2.Y,Chest2.Z,Chest3.X,Chest3.Y,Chest3.Z,Chest4.X,Chest4.Y,Chest4.Z,LeftCollar.X,LeftCollar.Y,LeftCollar.Z,LeftShoulder.X,LeftShoulder.Y,LeftShoulder.Z,LeftElbow.X,LeftElbow.Y,LeftElbow.Z,LeftWrist.X,LeftWrist.Y,LeftWrist.Z,LeftWristEnd.X,LeftWristEnd.Y,LeftWristEnd.Z,RightCollar.X,RightCollar.Y,RightCollar.Z,RightShoulder.X,RightShoulder.Y,RightShoulder.Z,RightElbow.X,RightElbow.Y,RightElbow.Z,RightWrist.X,RightWrist.Y,RightWrist.Z,RightWristEnd.X,RightWristEnd.Y,RightWristEnd.Z,Neck.X,Neck.Y,Neck.Z,Head.X,Head.Y,Head.Z,HeadEnd.X,HeadEnd.Y,HeadEnd.Z
0.0,401.281509,87.06886,152.36011,406.23812783834666,87.23139084182948,146.40529444664784,411.96418239620226,47.45682855809191,149.72491148627535,411.9583679104854,8.174893608028825,149.25549520379545,422.8628372261287,1.649030530561685,159.48110353906415,427.46594741073824,0.15944002637867571,163.75873332393203,396.3237896905797,86.92373218975384,158.31445900096872,396.7413542478319,46.93889622205503,163.4973052681264,382.36739900116083,10.661849767629278,158.952405930889,393.4475022658443,1.0351337397495008,166.06683183537956,398.7561227985911,-0.5034184745491364,169.40704514314498,399.94200558328424,96.45878608242975,151.48755527339415,399.3675313384257,106.88609306624822,150.98260472265292,399.20378467771667,116.32722344648099,150.70623110707336,399.400092762652,125.77126311691751,150.60766113270896,401.4939832233868,133.1120883971212,148.30307795400782,409.4375588493429,130.30572761340443,137.62997966684264,413.3491765242032,101.46746811265928,135.6126409915116,418.1589945354761,78.31985428304657,138.6471090341309,424.8951797893192,61.91941610962463,137.42666871441307,398.04145287365105,133.26735570291447,152.96263252908787,389.4969111834121,131.33847584770135,163.36269557837164,386.6496985573121,102.68704896431609,168.05361627748707,395.029892186183,82.82117096483493,178.21597907658466,398.2022836523627,69.67998935010762,189.7522400298738,400.0587742195443,139.06306192892498,150.65280191315327,402.5600589503485,147.06309180255917,153.31453774990536,405.9098371282752,162.58145351553532,158.8786207673682
0.008333,401.184675,87.090594,152.319643,406.2000920473685,87.26210576874072,146.41451891901815,411.75005947245904,47.453492221939385,149.62318094766852,411.65639867950546,8.170726081411452,149.2406748955014,422.5233691999061,1.6385313114753153,159.50209726203207,427.11341662910667,0.15112970128001035,163.79449995351786,396.1681361434219,86.93648372264065,158.22429394484826,396.82687169559824,47.00887919314874,163.80782570897753,382.11655865084947,10.91232461452006,158.91535838123144,392.9182119586681,0.9925349176493761,166.05534885570142,398.174768520501,-0.5303015038584613,169.48393488550695,399.83987784255305,96.47873961011885,151.43614110620547,399.2617234151282,106.90568256274038,150.92788450534883,399.09627583809447,116.34682473252518,150.65293027279202,399.29243071207793,125.79092900460857,150.56043181731914,401.4168676514992,133.13232621761836,148.2858216672449,409.501452947098,130.31989413397497,137.72074769711875,413.5380799596073,101.49828303425795,135.7117690570795,418.47205816754166,78.38169731784889,138.78320120962042,425.40864609973767,62.060428731986555,137.62562692026475,397.90476220502165,133.28631472981138,152.90068086999196,389.2150672058938,131.37545355197128,163.18313641340725,386.13625805849745,102.7660808482207,167.98317255174874,394.9218574134705,83.44232322869289,178.82568181131407,398.2065819691567,70.84671012898818,190.92531626298825,399.95247195934684,139.08260694005074,150.61923507386132,402.43053614872736,147.08287358739008,153.30189651225112,405.75469888969917,162.60832334451064,158.86156699097174
0.016666,401.39276,87.114985,152.29199,406.4642833531204,87.29224314149019,146.43515251824644,411.8555024090312,47.45311473085757,149.53385668685516,411.6748156762344,8.16999173284573,149.2266129673859,422.5024721978456,1.6195711380536393,159.517932128179,427.0794713056127,0.13387399817339585,163.82483391417873,396.32010101442205,86.95512719014945,158.14834476677325,397.23694688034993,47.09072986237721,164.13270624515002,382.2277548262737,11.16708432434583,158.8880285603706,392.75441991383224,0.9748049569257766,166.05490858021278,397.95250331651545,-0.5354959919794586,169.57691650193615,400.04655262540393,96.50177064690364,151.3962702271486,399.4685376912374,106.92863747226042,150.8862961163903,399.30495910196555,116.36988988353646,150.61402207696995,399.5046265186394,125.81398807743413,150.52869665535655,401.66173709897197,133.1553211575685,148.28483854167644,409.8820448121952,130.33686553416652,137.8266393362686,414.0414207033391,101.5323905230172,135.8222863918425,419.1049569649382,78.44898877802916,138.9321957177032,426.23143840681297,62.205255083365365,137.83930206149537,398.09165568141975,133.3089861483014,152.85500575228434,389.2608487793932,131.418912480557,163.02041536581078,385.9346734454665,102.85684401128906,167.93574054349858,395.12871725252904,84.13964277648105,179.48088272615004,398.510230280219,72.16916685384282,192.17391681802195,400.17127142714884,139.1052612748594,150.60256117971824,402.6288782132082,147.10443801922202,153.30720186672403,405.9308597181951,162.63450377944707,158.86719822869284
0.024999,401.589044,87.141351,152.272426,406.7116156765869,87.32507081769118,146.46038493816468,411.9533257898007,47.45785343263467,149.4525106063017,411.68705744074265,8.174751306655644,149.21212050317612,422.482040855989,1.6148197608129875,159.531666857856,427.04726575423456,0.13053591578403756,163.8515329337919,396.4653252430881,86.97503063851187,158.08397987956323,397.6580512322412,47.18012347056559,164.46881591203743,382.3827618432772,11.424386469417918,158.85779065245677,392.6461372409691,0.9918290136128931,166.06072589896237,397.7796742483309,-0.508480299525726,169.68032388453392,400.24226572316286,96.52720851261031,151.3678819083018,399.6650389551631,106.95405208610066,150.8565415091969,399.50327923457394,116.39539962494129,150.5864884691126,399.705754450633,125.83948992850183,150.50711387675705,401.89315582782604,133.18060604496543,148.29205494678743,410.2436983409567,130.35493305697548,137.93951450868738,414.5226952176826,101.56754176387835,135.94153866682404,419.7157518779252,78.51876816598042,139.09440557877485,427.0188308057827,62.34936575697472,138.06702904729028,398.26796768532597,133.3343448871946,152.81863178697373,389.30561288239454,131.46588655069803,162.87229487324754,385.7327295917311,102.95822822798479,167.9283349387851,395.3355446061079,84.9148841595323,180.19120777655118,398.7840636250492,73.64286706622518,193.49118468827973,400.37730407418576,139.13044054843928,150.59352760301863,402.81461721037334,147.1288126829744,153.3188328743421,406.09481497161994,162.66274415356094,158.88092417488105
0.033332,401.787767,87.168323,152.270939,406.9579263657492,87.3548772247264,146.5012800402663,412.05060397240027,47.460853207577124,149.391754995369,411.6976178851743,8.178141120455635,149.2053930410082,422.464983877133,1.6005261850654007,159.5425211308074,427.02073870912784,0.11725964601055372,163.8727218308989,396.6164591618476,86.99916797776106,158.04010502977923,398.0843490695974,47.27913787017253,164.82154074968622,382.59102083153795,11.67929773165563,158.82996657462348,392.6060994065053,1.042730965672117,166.08386582661052,397.66964127028416,-0.4496203036011013,169.80395336604482,400.44554241330974,96.55395447609715,151.35732642259705,399.8745936073517,106.98115478118262,150.84621204196444,399.7198090292797,116.42270707723989,150.57924729514775,399.93041860291873,125.86666997864916,150.50612735851573,402.15109910121697,133.20626217368545,148.3193120442685,410.62656907426214,130.3729989539985,138.07089217166688,415.0255206541136,101.60366882256858,136.07327159094953,420.3510079587648,78.59091308809674,139.2680532864107,427.81680418592106,62.49171473605715,138.31006698975173,398.47337687005233,133.3622372322243,152.8032337163938,389.3816308998666,131.51824455148375,162.74460826059757,385.55606181488486,103.0723449020301,167.9610662070233,395.57671009032106,85.77472000073935,180.94309811741255,399.0513326144907,75.2645884320852,194.8464851634684,400.61453190237245,139.15689349496284,150.6049326748171,403.0356337089332,147.15298423768502,153.3513011542214,406.2985177561505,162.68813672164225,158.9201618021376
0.041665,401.985491,87.195157,152.280924,407.19866832718066,87.38523765375778,146.55022017253867,412.133179288338,47.464478838172326,149.34431754276713,411.7004641193031,8.182387331185339,149.19994547248885,422.45167185516107,1.598444065537131,159.54985508963654,427.0010469232479,0.11618884321830336,163.88710372949748,396.7711653035167,87.02247552228579,158.0111337252972,398.50365357515176,47.38111577007308,165.1794281065668,382.84255846608716,11.923878682557806,158.79153041013694,392.62437188520965,1.1224087026556528,166.11968012849835,397.6134857873164,-0.36360975600366063,169.94147439697045,400.6481922165,96.58090313681234,151.3612858065938,400.0821691239091,107.00840238804457,150.85079204983057,399.931954389105,116.45011154194391,150.58678071019318,400.14710177836207,125.89401414240128,150.51930127031272,402.396209668001,133.23290732281845,148.3593574583638,410.99369847877637,130.3938903967152,138.21469133950865,415.5076945413046,101.64244666601972,136.21620637691416,420.97337163154174,78.66900172366697,139.45681944145377,428.59263845572485,62.637629046435826,138.57256734281296,398.6685930973041,133.3898237930142,152.80185388644242,389.4534902320536,131.5720177714223,162.6338700617684,385.3831061599235,103.19557762429658,168.03990717591446,395.831447534102,86.72049113461307,181.73509097512647,399.31426307096933,77.02350062695832,196.21536754910565,400.83745065927644,139.18382859336324,150.62914157356494,403.24067675294725,147.17809341339884,153.39644626912792,406.4851610933611,162.71281924518257,158.97723462001684
0.049998,402.191521,87.222417,152.311314,407.445088742513,87.41264656741095,146.61761980869045,412.2176899045989,47.46571434309529,149.3172951532148,411.6992470912574,8.18457217659229,149.19945619631275,422.4412448715798,1.5889935734645029,159.55152035596154,426.9872297722827,0.10764471207951876,163.89263157909917,396.936812240879,87.04958697526247,158.00450998266294,398.9210075412496,47.488831287314646,165.54327257082917,383.14547389040695,12.157583534718746,158.7516402816584,392.7099083559122,1.231952705961323,166.18195589653865,397.62150187496184,-0.24903047999747363,170.10478111884132,400.86281962094125,96.60866909165358,151.38440661248708,400.3058845966885,107.03669813433109,150.87473974548095,400.1642750860844,116.47862057861708,150.613616204928,400.38827087927916,125.92235380491256,150.5514323160987,402.66743853271754,133.25937261216188,148.416778594022,411.3801639712279,130.41074497389948,138.37363079899185,415.99575440330716,101.67558219656777,136.37303980602678,421.6064050139622,78.74498885114632,139.66892514386703,429.3647203301794,62.77600861857874,138.86876740045815,398.8937641917177,133.4192019219064,152.82011359718382,389.561184578289,131.62861844241291,162.54574212099328,385.2536440027147,103.32809304795798,168.16187742787267,396.12046232328345,87.7510205546448,182.56401073283615,399.60552419465006,78.91473319512383,197.58447703987994,401.09121712378396,139.2114194005572,150.67150222318247,403.48083469736514,147.20250985539195,153.4596812244169,406.7120513308493,162.73387173714195,159.0575041125508
0.058331,402.395235,87.248591,152.353141,407.68731100802904,87.4388113701348,146.6952206582426,412.3007802908841,47.467196376558675,149.30467633591115,411.6947669728188,8.187269522541015,149.200306432017,422.43513291283716,1.5898759398003195,159.5529072249037,426.9798450325059,0.1095761296962876,163.89570862949714,397.1020275140112,87.0757707379572,158.010561129789,399.32863340973756,47.59640349158867,165.9001207476463,383.4971531474436,12.370615969429124,158.70297374180046,392.84990272944395,1.3575244076046893,166.2723393225633,397.6816103253683,-0.11945699421583944,170.29462069814608,401.0761531482182,96.63561579775397,151.42033796480874,400.52665947050207,107.06398322490762,150.9095188638348,400.39167168838196,116.50602686444356,150.64927204135017,400.622047453153,125.94962617182568,150.59013381806113,402.9274790970665,133.28492608749596,148.4778940669922,411.74967335255695,130.42820412084828,138.53309091434912,416.4712769521401,101.71043402877581,136.5301531757122,422.22365240086816,78.82318802067516,139.88254313955488,430.1165666676555,62.91610136097569,139.17082900714107,399.11089714738796,133.44761069444098,152.8439859728383,389.6705113371943,131.68176734264156,162.46957658499068,385.1504351742294,103.4610979809782,168.3158019876121,396.4245624436565,88.85131436187298,183.40230749829306,399.92507027295426,80.92130664655318,198.91686392766977,401.33361220278687,139.23816994169565,150.71699868287666,403.70998760849415,147.22662285022926,153.52399013415229,406.9312337595206,162.75368547670618,159.13945835588217
0.066664,402.608063,87.276999,152.414374,407.93582154950104,87.46533483254893,146.7899777381742,412.3967707746599,47.47058081812381,149.3084983929286,411.69006655781175,8.19234411866217,149.20130787822276,422.42984031189263,1.5912489185270093,159.55216328528363,426.97401575640447,0.11195851575544391,163.89587014141017,397.2791812892698,87.10606357957276,158.03826194809525,399.69650221108003,47.699371505639775,166.2292656902168,383.8729544131667,12.54868469858495,158.65725466572775,393.0317290795484,1.4920438858269627,166.39837514896993,397.78149597673587,0.01824137283469507,170.51823441759512,401.2976688285748,96.66435866614925,151.4727378698207,400.75800872270315,107.09308645257488,150.95880170816847,400.63200814780834,116.53523294344002,150.6977812089635,400.87133158791846,125.97861909549665,150.6401576461185,403.2041325411613,133.3112159750151,148.54868462486965,412.1277643985314,130.44452506198854,138.69769689244114,416.94624113888784,101.74242164544357,136.7009093308348,422.8384844989032,78.900964830455,140.12197500741695,430.8594995478848,63.05406775178898,139.5061753723906,399.34670436310194,133.47850455557793,152.8785558668549,389.808675102235,131.7368656686541,162.41185400692981,385.09611635854026,103.60060533875074,168.507611870618,396.76712397130035,90.02932091177121,184.2480753934321,400.30875949375434,83.05470274060714,200.20588093870936,401.59534197203357,139.26644429736913,150.77178203129162,403.96132076765247,147.25133606552367,153.59762504493972,407.17704904250473,162.77120557981678,159.23609344007403
0.07499700000000001,402.817209,87.307221,152.487141,408.17791908312023,87.49204553683018,146.89402539660315,412.49192184184676,47.47543224072607,149.3195982073035,411.6880387071898,8.199095414512463,149.2015461208337,422.42597245029833,1.5947367818032223,159.55222879238457,426.969478428017,0.11648620509489271,163.8969898308185,397.45538268729933,87.13979691456413,158.0797345509109,400.0305617404147,47.797161374913095,166.52655907796407,384.28186384528965,12.68947018857724,158.60700523646216,393.25909366741365,1.627601956400195,166.55067074570235,397.9222413564171,0.1379070044221431,170.7627346577044,401.51448249946856,96.69448384312435,151.5339710431088,400.9822005388743,107.12328555018101,151.0138772815553,400.8628294118711,116.56542574009617,150.74953400310343,401.108625169916,126.0086403377914,150.69104718374308,403.46494289091146,133.33873178647056,148.61722876466456,412.48125046900327,130.46257518160914,138.85377638025093,417.41216891155676,101.77876233218076,136.86869629888457,423.43996485540976,78.9840068541297,140.36428929053162,431.5914752997016,63.20027423442626,139.84785856465274,399.5703636221277,133.5104720453508,152.91353883178994,389.94506652252187,131.78950458704355,162.3625074724895,385.07358387346335,103.74225505679308,168.73715019074214,397.12645053925274,91.28496770863093,185.0986528317022,400.7344829001665,85.30550152231571,201.44087193553364,401.84148883939554,139.29596458974947,150.82423755832085,404.1973811448202,147.27727949589598,153.66855202096525,407.4092570633353,162.78693701016536,159.3372344777119
